State,Covered Entity Type,Individuals Affected,Type of Breach,Location of Breached Information,Business Associate Present
3.0,0,5.9915648506456806e-05,0,0,0
14.0,0,0.01317448584721075,0,1,0
10.0,0,0.0027207269881299187,0,1,0
1.0,1,3.956693769294317e-05,0,4,1
48.0,0,0.012149136918996477,0,0,0
25.0,0,0.00010043914952824035,1,0,0
6.0,0,0.00032270968302969695,3,13,0
27.0,0,0.0005652419670420453,0,0,0
22.0,2,2.22618374711944e-05,1,0,0
39.0,0,0.004130614374538023,0,10,0
45.0,0,0.0,0,0,0
25.0,0,0.0002426192443149702,0,0,0
20.0,0,0.04588790816992043,0,1,0
30.0,1,0.004794730205661115,0,0,1
30.0,1,7.739466933344928e-06,0,0,1
40.0,0,0.001869646506369842,0,0,0
29.0,0,0.03399904343667116,0,1,0
24.0,0,3.7132049219531286e-05,0,0,0
8.0,0,8.696030262185312e-05,0,1,0
4.0,0,0.0002640984390625679,0,0,0
10.0,0,0.00010878733857993826,0,1,0
16.0,0,0.027783816687682074,0,1,0
44.0,0,0.0008000347841210487,0,9,0
31.0,0,0.00014418018174703248,0,0,0
45.0,0,4.3480151310926566e-06,0,0,0
25.0,0,7.452497934692813e-05,0,0,0
24.0,0,0.00039393017087699465,0,0,0
13.0,0,0.00012504891517022479,0,1,0
15.0,0,2.174007565546328e-05,0,0,0
6.0,0,0.0012707509022131397,0,12,0
47.0,0,2.37401626157659e-05,0,1,0
44.0,0,2.9914344101917474e-05,0,0,0
17.0,0,1.1652680551328319e-05,0,6,0
1.0,0,0.009955650245662855,0,4,1
14.0,0,0.001208922127049002,0,0,0
41.0,0,0.01590243054045828,0,0,0
4.0,0,0.009657376407669898,0,4,1
31.0,0,2.1131353537110308e-05,2,8,0
4.0,0,3.1305708943867123e-06,0,1,0
44.0,1,0.008826470716118091,0,0,1
30.0,0,0.00019096482455758945,0,0,0
18.0,0,0.035591895299795645,1,1,0
13.0,0,0.0001378320796556372,0,1,1
9.0,0,0.00029601287012478804,0,0,0
25.0,0,0.00035297186834210183,0,0,0
39.0,2,0.003406669855211096,0,0,0
4.0,0,0.0005280229575198922,0,1,0
31.0,1,0.003404408887342928,0,0,1
13.0,1,1.0,0,1,1
34.0,0,9.565633288403844e-05,2,5,0
17.0,2,0.25777451193530154,0,1,0
6.0,0,0.0004261054828470803,0,0,0
14.0,0,0.012232270968302969,0,1,0
13.0,1,0.0077829470846558545,0,1,1
31.0,0,0.03230949171703117,0,0,0
31.0,0,0.0005694160615678942,0,0,0
30.0,2,0.007556850297839037,0,0,0
4.0,0,4.45236749423888e-05,0,1,0
14.0,0,1.7392060524370624e-06,0,0,0
33.0,0,0.009174311926605505,1,33,0
8.0,0,4.156702465324579e-05,0,1,0
0.0,0,0.0006100265228922996,0,0,0
20.0,1,8.696030262185312e-08,0,1,1
23.0,0,0.0,0,1,0
25.0,0,0.001419105178486021,0,0,0
13.0,2,0.001742336623331449,1,4,0
,3,0.1360787860341754,1,1,0
8.0,0,5.2176181573111876e-05,0,0,1
13.0,0,0.0009124744554111048,0,11,0
37.0,0,0.0021433975390234357,0,1,0
34.0,2,1.530501326144615e-05,1,13,0
33.0,0,0.0002667942084438454,0,0,0
15.0,1,0.017930779599113007,0,1,1
31.0,0,3.2175311970085657e-06,0,1,0
31.0,0,4.087134223227097e-05,0,0,0
44.0,0,0.0020588721248749947,0,1,0
31.0,0,7.026392451845733e-05,0,1,0
34.0,0,0.0004190616983347102,0,0,0
34.0,2,0.00039932170963954955,0,0,0
18.0,0,0.0002869689986521153,0,0,0
,0,0.026543501891386583,0,1,0
10.0,0,0.0004411496152006609,0,0,0
13.0,0,0.000968650810904822,0,1,0
4.0,0,5.591547458585156e-05,0,0,0
10.0,0,0.00041653984955867645,0,0,0
15.0,0,0.0009703030566546372,0,0,0
20.0,0,0.0030001304404539326,1,5,0
12.0,0,0.00021322666202878385,0,0,0
13.0,0,6.0872211835297184e-05,0,0,0
25.0,0,0.024132875342406192,0,0,0
4.0,0,6.0002608809078655e-06,0,0,0
